LocationKeyStartPoint,LocationKeyEndPoint,MetersBetweenPoints,MetersBetweenPoints_norm,LocationLookupKey,ResourceKey
3403,3403,0,0,3403|3403,2171
3411,3411,0,0,3411|3411,2240
3236,3411,21546.08,0.82,3236|3411,2240
3201,3411,23821.37,0.84,3201|3411,2240
1240,3411,42572.33,1,1240|3411,2240
3049,3411,18502.02,0.79,3049|3411,2240
0,3411,26404.43,0.86,0|3411,2240
3602,3411,31817.66,0.91,3602|3411,2240
3605,3411,34415.43,0.93,3605|3411,2240
3835,3411,39461.54,0.97,3835|3411,2240
3411,3236,21546.08,0.82,3411|3236,2240
3236,3236,0,0,3236|3236,2240
3201,3236,2295.87,0.66,3201|3236,2240
1240,3236,21259.38,0.82,1240|3236,2240
3049,3236,3636.27,0.67,3049|3236,2240
0,3236,4915.72,0.68,0|3236,2240
3602,3236,10308.53,0.72,3602|3236,2240
3605,3236,13951.93,0.75,3605|3236,2240
3835,3236,17934.7,0.79,3835|3236,2240
3411,3201,23821.37,0.84,3411|3201,2240
3236,3201,2295.87,0.66,3236|3201,2240
3201,3201,0,0,3201|3201,2240
1240,3201,19118.71,0.8,1240|3201,2240
3049,3201,5618.05,0.68,3049|3201,2240
0,3201,2621.6,0.66,0|3201,2240
3602,3201,8014.79,0.7,3602|3201,2240
3605,3201,11836.94,0.74,3605|3201,2240
3835,3201,15646.88,0.77,3835|3201,2240
3411,1240,42572.33,1,3411|1240,2240
3236,1240,21259.38,0.82,3236|1240,2240
3201,1240,19118.71,0.8,3201|1240,2240
1240,1240,0,0,1240|1240,2240
3049,1240,24735.54,0.85,3049|1240,2240
0,1240,16789.57,0.78,0|1240,2240
3602,1240,11876.62,0.74,3602|1240,2240
3605,1240,14109.63,0.76,3605|1240,2240
3835,1240,6244.32,0.69,3835|1240,2240
3411,3049,18502.02,0.79,3411|3049,2240
3236,3049,3636.27,0.67,3236|3049,2240
3201,3049,5618.05,0.68,3201|3049,2240
1240,3049,24735.54,0.85,1240|3049,2240
3049,3049,0,0,3049|3049,2240
0,3049,8045.12,0.7,0|3049,2240
3602,3049,13412.58,0.75,3602|3049,2240
3605,3049,16106.37,0.77,3605|3049,2240
3835,3049,21047.55,0.82,3835|3049,2240
3411,0,26404.43,0.86,3411|0,2240
3236,0,4915.72,0.68,3236|0,2240
3201,0,2621.6,0.66,3201|0,2240
1240,0,16789.57,0.78,1240|0,2240
3049,0,8045.12,0.7,3049|0,2240
0,0,0,0,0|0,2240
3602,0,5413.51,0.68,3602|0,2240
3605,0,9455.36,0.72,3605|0,2240
3835,0,13057.45,0.75,3835|0,2240
3411,3602,31817.66,0.91,3411|3602,2240
3236,3602,10308.53,0.72,3236|3602,2240
3201,3602,8014.79,0.7,3201|3602,2240
1240,3602,11876.62,0.74,1240|3602,2240
3049,3602,13412.58,0.75,3049|3602,2240
0,3602,5413.51,0.68,0|3602,2240
3602,3602,0,0,3602|3602,2240
3605,3602,6038,0.69,3605|3602,2240
3835,3602,7645.79,0.7,3835|3602,2240
3411,3605,34415.43,0.93,3411|3605,2240
3236,3605,13951.93,0.75,3236|3605,2240
3201,3605,11836.94,0.74,3201|3605,2240
1240,3605,14109.63,0.76,1240|3605,2240
3049,3605,16106.37,0.77,3049|3605,2240
0,3605,9455.36,0.72,0|3605,2240
3602,3605,6038,0.69,3602|3605,2240
3605,3605,0,0,3605|3605,2240
3835,3605,8030.77,0.7,3835|3605,2240
3411,3835,39461.54,0.97,3411|3835,2240
3236,3835,17934.7,0.79,3236|3835,2240
3201,3835,15646.88,0.77,3201|3835,2240
1240,3835,6244.32,0.69,1240|3835,2240
3049,3835,21047.55,0.82,3049|3835,2240
0,3835,13057.45,0.75,0|3835,2240
3602,3835,7645.79,0.7,3602|3835,2240
3605,3835,8030.77,0.7,3605|3835,2240
3835,3835,0,0,3835|3835,2240
0,0,0,0,0|0,2245
3000,0,98202.65,0.5,3000|0,2245
2991,0,199572.67,0.75,2991|0,2245
2940,0,101316.6,0.5,2940|0,2245
0,3000,98202.65,0.5,0|3000,2245
3000,3000,0,0,3000|3000,2245
2991,3000,297774.06,0.99,2991|3000,2245
2940,3000,3130.03,0.26,2940|3000,2245
0,2991,199572.67,0.75,0|2991,2245
3000,2991,297774.06,0.99,3000|2991,2245
2991,2991,0,0,2991|2991,2245
2940,2991,300888.95,1,2940|2991,2245
0,2940,101316.6,0.5,0|2940,2245
3000,2940,3130.03,0.26,3000|2940,2245
2991,2940,300888.95,1,2991|2940,2245
2940,2940,0,0,2940|2940,2245
2997,2997,0,0,2997|2997,2246
3348,2997,2803.74,1,3348|2997,2246
0,2997,1401.88,0.97,0|2997,2246
2997,3348,2803.74,1,2997|3348,2246
3348,3348,0,0,3348|3348,2246
0,3348,1401.86,0.97,0|3348,2246
2997,0,1401.88,0.97,2997|0,2246
3348,0,1401.86,0.97,3348|0,2246
0,0,0,0,0|0,2246
0,0,0,0,0|0,2251
3557,0,2074.55,0.89,3557|0,2251
3337,0,548.25,0.82,3337|0,2251
2982,0,2527.56,0.91,2982|0,2251
0,3557,2074.55,0.89,0|3557,2251
3557,3557,0,0,3557|3557,2251
3337,3557,1679.29,0.87,3337|3557,2251
2982,3557,4591.74,1,2982|3557,2251
0,3337,548.25,0.82,0|3337,2251
3557,3337,1679.29,0.87,3557|3337,2251
3337,3337,0,0,3337|3337,2251
2982,3337,3012.41,0.93,2982|3337,2251
0,2982,2527.56,0.91,0|2982,2251
3557,2982,4591.74,1,3557|2982,2251
3337,2982,3012.41,0.93,3337|2982,2251
2982,2982,0,0,2982|2982,2251
2979,2979,0,0,2979|2979,2253
2943,2979,6076.29,0.91,2943|2979,2253
2909,2979,7414.59,0.96,2909|2979,2253
2899,2979,1798.81,0.76,2899|2979,2253
3342,2979,5992.04,0.91,3342|2979,2253
4366,2979,4034.66,0.84,4366|2979,2253
0,2979,3488.39,0.82,0|2979,2253
2979,2943,6076.29,0.91,2979|2943,2253
2943,2943,0,0,2943|2943,2253
2909,2943,8063.91,0.99,2909|2943,2253
2899,2943,4983.9,0.87,2899|2943,2253
3342,2943,5309.85,0.89,3342|2943,2253
4366,2943,3607.11,0.82,4366|2943,2253
0,2943,3951.04,0.84,0|2943,2253
2979,2909,7414.59,0.96,2979|2909,2253
2943,2909,8063.91,0.99,2943|2909,2253
2909,2909,0,0,2909|2909,2253
2899,2909,8414.44,1,2899|2909,2253
3342,2909,2761.09,0.79,3342|2909,2253
4366,2909,4890.26,0.87,4366|2909,2253
0,2909,4967.16,0.87,0|2909,2253
2979,2899,1798.81,0.76,2979|2899,2253
2943,2899,4983.9,0.87,2943|2899,2253
2909,2899,8414.44,1,2909|2899,2253
2899,2899,0,0,2899|2899,2253
3342,2899,6483.39,0.93,3342|2899,2253
4366,2899,4136.43,0.84,4366|2899,2253
0,2899,3735.27,0.83,0|2899,2253
2979,3342,5992.04,0.91,2979|3342,2253
2943,3342,5309.85,0.89,2943|3342,2253
2909,3342,2761.09,0.79,2909|3342,2253
2899,3342,6483.39,0.93,2899|3342,2253
3342,3342,0,0,3342|3342,2253
4366,3342,2450.71,0.78,4366|3342,2253
0,3342,2752.2,0.79,0|3342,2253
2979,4366,4034.66,0.84,2979|4366,2253
2943,4366,3607.11,0.82,2943|4366,2253
2909,4366,4890.26,0.87,2909|4366,2253
2899,4366,4136.43,0.84,2899|4366,2253
3342,4366,2450.71,0.78,3342|4366,2253
4366,4366,0,0,4366|4366,2253
0,4366,578.07,0.71,0|4366,2253
2979,0,3488.39,0.82,2979|0,2253
2943,0,3951.04,0.84,2943|0,2253
2909,0,4967.16,0.87,2909|0,2253
2899,0,3735.27,0.83,2899|0,2253
3342,0,2752.2,0.79,3342|0,2253
4366,0,578.07,0.71,4366|0,2253
0,0,0,0,0|0,2253
0,0,0,0,0|0,2261
4429,0,32936.07,0.4,4429|0,2261
3603,0,33685.15,0.41,3603|0,2261
3251,0,49513.57,0.6,3251|0,2261
2228,0,49542.12,0.6,2228|0,2261
2015,0,33119.64,0.41,2015|0,2261
0,4429,32936.07,0.4,0|4429,2261
4429,4429,0,0,4429|4429,2261
3603,4429,6562.54,0.09,3603|4429,2261
3251,4429,82231.09,0.99,3251|4429,2261
2228,4429,82260.92,0.99,2228|4429,2261
2015,4429,7635.16,0.1,2015|4429,2261
0,3603,33685.15,0.41,0|3603,2261
4429,3603,6562.54,0.09,4429|3603,2261
3603,3603,0,0,3603|3603,2261
3251,3603,83176.25,1,3251|3603,2261
2228,3603,83204.36,1,2228|3603,2261
2015,3603,1315.91,0.03,2015|3603,2261
0,3251,49513.57,0.6,0|3251,2261
4429,3251,82231.09,0.99,4429|3251,2261
3603,3251,83176.25,1,3603|3251,2261
3251,3251,0,0,3251|3251,2261
2228,3251,36.32,0.01,2228|3251,2261
2015,3251,82564.99,0.99,2015|3251,2261
0,2228,49542.12,0.6,0|2228,2261
4429,2228,82260.92,0.99,4429|2228,2261
3603,2228,83204.36,1,3603|2228,2261
3251,2228,36.32,0.01,3251|2228,2261
2228,2228,0,0,2228|2228,2261
2015,2228,82592.77,0.99,2015|2228,2261
0,2015,33119.64,0.41,0|2015,2261
4429,2015,7635.16,0.1,4429|2015,2261
3603,2015,1315.91,0.03,3603|2015,2261
3251,2015,82564.99,0.99,3251|2015,2261
2228,2015,82592.77,0.99,2228|2015,2261
2015,2015,0,0,2015|2015,2261
3398,3398,0,0,3398|3398,2265
0,3398,0,NULL,0|3398,2265
3398,0,0,NULL,3398|0,2265
0,0,0,0,0|0,2265
0,0,0,0,0|0,2270
4376,0,1616.9,0.97,4376|0,2270
3393,0,1616.8,0.97,3393|0,2270
0,4376,1616.9,0.97,0|4376,2270
4376,4376,0,0,4376|4376,2270
3393,4376,3233.7,1,3393|4376,2270
0,3393,1616.8,0.97,0|3393,2270
4376,3393,3233.7,1,4376|3393,2270
3393,3393,0,0,3393|3393,2270
3281,3281,0,0,3281|3281,2271
3247,3281,6549.55,0.92,3247|3281,2271
3192,3281,17438.5,1,3192|3281,2271
3098,3281,8924.64,0.94,3098|3281,2271
3528,3281,12764.44,0.97,3528|3281,2271
0,3281,8335.71,0.94,0|3281,2271
3281,3247,6549.55,0.92,3281|3247,2271
3247,3247,0,0,3247|3247,2271
3192,3247,10944.64,0.95,3192|3247,2271
3098,3247,7177.94,0.93,3098|3247,2271
3528,3247,10204.29,0.95,3528|3247,2271
0,3247,3901.83,0.9,0|3247,2271
3281,3192,17438.5,1,3281|3192,2271
3247,3192,10944.64,0.95,3247|3192,2271
3192,3192,0,0,3192|3192,2271
3098,3192,13045.23,0.97,3098|3192,2271
3528,3192,12699.57,0.97,3528|3192,2271
0,3192,10129.5,0.95,0|3192,2271
3281,3098,8924.64,0.94,3281|3098,2271
3247,3098,7177.94,0.93,3247|3098,2271
3192,3098,13045.23,0.97,3192|3098,2271
3098,3098,0,0,3098|3098,2271
3528,3098,3839.81,0.9,3528|3098,2271
0,3098,3843.07,0.9,0|3098,2271
3281,3528,12764.44,0.97,3281|3528,2271
3247,3528,10204.29,0.95,3247|3528,2271
3192,3528,12699.57,0.97,3192|3528,2271
3098,3528,3839.81,0.9,3098|3528,2271
3528,3528,0,0,3528|3528,2271
0,3528,6337.1,0.92,0|3528,2271
3281,0,8335.71,0.94,3281|0,2271
3247,0,3901.83,0.9,3247|0,2271
3192,0,10129.5,0.95,3192|0,2271
3098,0,3843.07,0.9,3098|0,2271
3528,0,6337.1,0.92,3528|0,2271
0,0,0,0,0|0,2271
0,0,0,0,0|0,2273
4957,0,2976.5,0.85,4957|0,2273
4132,0,9339.58,0.94,4132|0,2273
3177,0,1761.14,0.83,3177|0,2273
3173,0,4662.31,0.87,3173|0,2273
3248,0,5832.39,0.89,3248|0,2273
0,4957,2976.5,0.85,0|4957,2273
4957,4957,0,0,4957|4957,2273
4132,4957,11712.02,0.97,4132|4957,2273
3177,4957,3062.26,0.85,3177|4957,2273
3173,4957,2473.01,0.84,3173|4957,2273
3248,4957,6822.87,0.9,3248|4957,2273
0,4132,9339.58,0.94,0|4132,2273
4957,4132,11712.02,0.97,4957|4132,2273
4132,4132,0,0,4132|4132,2273
3177,4132,8650.95,0.93,3177|4132,2273
3173,4132,13905.89,1,3173|4132,2273
3248,4132,13627.68,1,3248|4132,2273
0,3177,1761.14,0.83,0|3177,2273
4957,3177,3062.26,0.85,4957|3177,2273
4132,3177,8650.95,0.93,4132|3177,2273
3177,3177,0,0,3177|3177,2273
3173,3177,5363.57,0.88,3173|3177,2273
3248,3177,7579.72,0.91,3248|3177,2273
0,3173,4662.31,0.87,0|3173,2273
4957,3173,2473.01,0.84,4957|3173,2273
4132,3173,13905.89,1,4132|3173,2273
3177,3173,5363.57,0.88,3177|3173,2273
3173,3173,0,0,3173|3173,2273
3248,3173,5945.7,0.89,3248|3173,2273
0,3248,5832.39,0.89,0|3248,2273
4957,3248,6822.87,0.9,4957|3248,2273
4132,3248,13627.68,1,4132|3248,2273
3177,3248,7579.72,0.91,3177|3248,2273
3173,3248,5945.7,0.89,3173|3248,2273
3248,3248,0,0,3248|3248,2273
3115,3115,0,0,3115|3115,2276
4640,3115,0,NULL,4640|3115,2276
0,3115,0,NULL,0|3115,2276
3115,4640,0,NULL,3115|4640,2276
4640,4640,0,0,4640|4640,2276
0,4640,0,NULL,0|4640,2276
3115,0,0,NULL,3115|0,2276
4640,0,0,NULL,4640|0,2276
0,0,0,0,0|0,2276
0,0,0,0,0|0,2278
3485,0,15803.9,0.85,3485|0,2278
3268,0,28752.14,0.92,3268|0,2278
3197,0,13170.01,0.83,3197|0,2278
0,3485,15803.9,0.85,0|3485,2278
3485,3485,0,0,3485|3485,2278
3268,3485,44491.66,1,3268|3485,2278
3197,3485,4440.44,0.79,3197|3485,2278
0,3268,28752.14,0.92,0|3268,2278
3485,3268,44491.66,1,3485|3268,2278
3268,3268,0,0,3268|3268,2278
3197,3268,41838.59,0.99,3197|3268,2278
0,3197,13170.01,0.83,0|3197,2278
3485,3197,4440.44,0.79,3485|3197,2278
3268,3197,41838.59,0.99,3268|3197,2278
3197,3197,0,0,3197|3197,2278
3837,3837,0,0,3837|3837,2279
0,3837,0,NULL,0|3837,2279
3837,0,0,NULL,3837|0,2279
0,0,0,0,0|0,2279
0,0,0,0,0|0,2280
3266,0,968.1,0.97,3266|0,2280
3124,0,968.07,0.97,3124|0,2280
0,3266,968.1,0.97,0|3266,2280
3266,3266,0,0,3266|3266,2280
3124,3266,1936.17,1,3124|3266,2280
0,3124,968.07,0.97,0|3124,2280
3266,3124,1936.17,1,3266|3124,2280
3124,3124,0,0,3124|3124,2280
0,0,0,0,0|0,2281
4407,0,3903.56,0.97,4407|0,2281
3477,0,3903.51,0.97,3477|0,2281
0,4407,3903.56,0.97,0|4407,2281
4407,4407,0,0,4407|4407,2281
3477,4407,7807.07,1,3477|4407,2281
0,3477,3903.51,0.97,0|3477,2281
4407,3477,7807.07,1,4407|3477,2281
3477,3477,0,0,3477|3477,2281
0,0,0,0,0|0,2282
3261,0,0,NULL,3261|0,2282
0,3261,0,NULL,0|3261,2282
3261,3261,0,0,3261|3261,2282
3452,3452,0,0,3452|3452,2283
0,3452,4029.69,0.97,0|3452,2283
3422,3452,8059.79,1,3422|3452,2283
3452,0,4029.69,0.97,3452|0,2283
0,0,0,0,0|0,2283
3422,0,4030.1,0.97,3422|0,2283
3452,3422,8059.79,1,3452|3422,2283
0,3422,4030.1,0.97,0|3422,2283
3422,3422,0,0,3422|3422,2283
3500,3500,0,0,3500|3500,2284
3640,3500,87388.6,0.54,3640|3500,2284
0,3500,58579.44,0.37,0|3500,2284
3283,3500,89432.03,0.56,3283|3500,2284
3194,3500,137903.81,0.85,3194|3500,2284
3137,3500,61079.05,0.38,3137|3500,2284
2158,3500,61123.67,0.38,2158|3500,2284
893,3500,61258.28,0.38,893|3500,2284
2959,3500,86086.39,0.54,2959|3500,2284
3500,3640,87388.6,0.54,3500|3640,2284
3640,3640,0,0,3640|3640,2284
0,3640,31656.61,0.2,0|3640,2284
3283,3640,9619.72,0.07,3283|3640,2284
3194,3640,151495.27,0.93,3194|3640,2284
3137,3640,32654.44,0.21,3137|3640,2284
2158,3640,32653.09,0.21,2158|3640,2284
893,3640,31998.96,0.21,893|3640,2284
2959,3640,13297.4,0.09,2959|3640,2284
3500,0,58579.44,0.37,3500|0,2284
3640,0,31656.61,0.2,3640|0,2284
0,0,0,0,0|0,2284
3283,0,31355.14,0.2,3283|0,2284
3194,0,130740.02,0.81,3194|0,2284
3137,0,26760,0.17,3137|0,2284
2158,0,26814.94,0.18,2158|0,2284
893,0,26094.51,0.17,893|0,2284
2959,0,36357.47,0.23,2959|0,2284
3500,3283,89432.03,0.56,3500|3283,2284
3640,3283,9619.72,0.07,3640|3283,2284
0,3283,31355.14,0.2,0|3283,2284
3283,3283,0,0,3283|3283,2284
3194,3283,143732.1,0.89,3194|3283,2284
3137,3283,39379.78,0.25,3137|3283,2284
2158,3283,39390.3,0.25,2158|3283,2284
893,3283,38654.77,0.25,893|3283,2284
2959,3283,22916.6,0.15,2959|3283,2284
3500,3194,137903.81,0.85,3500|3194,2284
3640,3194,151495.27,0.93,3640|3194,2284
0,3194,130740.02,0.81,0|3194,2284
3283,3194,143732.1,0.89,3283|3194,2284
3194,3194,0,0,3194|3194,2284
3137,3194,156904.19,0.97,3137|3194,2284
2158,3194,156963.65,0.97,2158|3194,2284
893,3194,156325.86,0.96,893|3194,2284
2959,3194,162455.62,1,2959|3194,2284
3500,3137,61079.05,0.38,3500|3137,2284
3640,3137,32654.44,0.21,3640|3137,2284
0,3137,26760,0.17,0|3137,2284
3283,3137,39379.78,0.25,3283|3137,2284
3194,3137,156904.19,0.97,3194|3137,2284
3137,3137,0,0,3137|3137,2284
2158,3137,62.1,0.01,2158|3137,2284
893,3137,780.14,0.02,893|3137,2284
2959,3137,26309.74,0.17,2959|3137,2284
3500,2158,61123.67,0.38,3500|2158,2284
3640,2158,32653.09,0.21,3640|2158,2284
0,2158,26814.94,0.18,0|2158,2284
3283,2158,39390.3,0.25,3283|2158,2284
3194,2158,156963.65,0.97,3194|2158,2284
3137,2158,62.1,0.01,3137|2158,2284
2158,2158,0,0,2158|2158,2284
893,2158,814.01,0.02,893|2158,2284
2959,2158,26284.26,0.17,2959|2158,2284
3500,893,61258.28,0.38,3500|893,2284
3640,893,31998.96,0.21,3640|893,2284
0,893,26094.51,0.17,0|893,2284
3283,893,38654.77,0.25,3283|893,2284
3194,893,156325.86,0.96,3194|893,2284
3137,893,780.14,0.02,3137|893,2284
2158,893,814.01,0.02,2158|893,2284
893,893,0,0,893|893,2284
2959,893,25875.43,0.17,2959|893,2284
3500,2959,86086.39,0.54,3500|2959,2284
3640,2959,13297.4,0.09,3640|2959,2284
0,2959,36357.47,0.23,0|2959,2284
3283,2959,22916.6,0.15,3283|2959,2284
3194,2959,162455.62,1,3194|2959,2284
3137,2959,26309.74,0.17,3137|2959,2284
2158,2959,26284.26,0.17,2158|2959,2284
893,2959,25875.43,0.17,893|2959,2284
2959,2959,0,0,2959|2959,2284
2485,2485,0,0,2485|2485,2285
3184,2485,15060.02,0.89,3184|2485,2285
0,2485,26190.41,0.91,0|2485,2285
4463,2485,63553.27,1,4463|2485,2285
2485,3184,15060.02,0.89,2485|3184,2285
3184,3184,0,0,3184|3184,2285
0,3184,11267.55,0.88,0|3184,2285
4463,3184,48606.39,0.97,4463|3184,2285
2485,0,26190.41,0.91,2485|0,2285
3184,0,11267.55,0.88,3184|0,2285
0,0,0,0,0|0,2285
4463,0,37370.82,0.94,4463|0,2285
2485,4463,63553.27,1,2485|4463,2285
3184,4463,48606.39,0.97,3184|4463,2285
0,4463,37370.82,0.94,0|4463,2285
4463,4463,0,0,4463|4463,2285
0,0,0,0,0|0,2291
3079,0,113648.81,0.97,3079|0,2291
3464,0,114173.05,0.97,3464|0,2291
0,3079,113648.81,0.97,0|3079,2291
3079,3079,0,0,3079|3079,2291
3464,3079,227816.72,1,3464|3079,2291
0,3464,114173.05,0.97,0|3464,2291
3079,3464,227816.72,1,3079|3464,2291
3464,3464,0,0,3464|3464,2291
0,0,0,0,0|0,2302
4413,0,37936.91,0.97,4413|0,2302
4009,0,37869.63,0.97,4009|0,2302
0,4413,37936.91,0.97,0|4413,2302
4413,4413,0,0,4413|4413,2302
4009,4413,75806.29,1,4009|4413,2302
0,4009,37869.63,0.97,0|4009,2302
4413,4009,75806.29,1,4413|4009,2302
4009,4009,0,0,4009|4009,2302
3998,3998,0,0,3998|3998,2335
4428,3998,10322.45,0.93,4428|3998,2335
0,3998,9804.48,0.93,0|3998,2335
3409,3998,20816.72,1,3409|3998,2335
3213,3998,5937.39,0.91,3213|3998,2335
2878,3998,16521.56,0.97,2878|3998,2335
3998,4428,10322.45,0.93,3998|4428,2335
4428,4428,0,0,4428|4428,2335
0,4428,7221.72,0.92,0|4428,2335
3409,4428,17595.05,0.98,3409|4428,2335
3213,4428,4817.27,0.9,3213|4428,2335
2878,4428,13730.51,0.96,2878|4428,2335
3998,0,9804.48,0.93,3998|0,2335
4428,0,7221.72,0.92,4428|0,2335
0,0,0,0,0|0,2335
3409,0,11678.36,0.94,3409|0,2335
3213,0,5285.88,0.9,3213|0,2335
2878,0,7398.17,0.92,2878|0,2335
3998,3409,20816.72,1,3998|3409,2335
4428,3409,17595.05,0.98,4428|3409,2335
0,3409,11678.36,0.94,0|3409,2335
3409,3409,0,0,3409|3409,2335
3213,3409,16961.29,0.98,3213|3409,2335
2878,3409,4328.14,0.9,2878|3409,2335
3998,3213,5937.39,0.91,3998|3213,2335
4428,3213,4817.27,0.9,4428|3213,2335
0,3213,5285.88,0.9,0|3213,2335
3409,3213,16961.29,0.98,3409|3213,2335
3213,3213,0,0,3213|3213,2335
2878,3213,12682.77,0.95,2878|3213,2335
3998,2878,16521.56,0.97,3998|2878,2335
4428,2878,13730.51,0.96,4428|2878,2335
0,2878,7398.17,0.92,0|2878,2335
3409,2878,4328.14,0.9,3409|2878,2335
3213,2878,12682.77,0.95,3213|2878,2335
2878,2878,0,0,2878|2878,2335
2532,2532,0,0,2532|2532,2374
1234,2532,11707.64,0.99,1234|2532,2374
3058,2532,4964.58,0.56,3058|2532,2374
0,2532,3381.05,0.46,0|2532,2374
4711,2532,654.21,0.28,4711|2532,2374
3601,2532,116.56,0.25,3601|2532,2374
2532,1234,11707.64,0.99,2532|1234,2374
1234,1234,0,0,1234|1234,2374
3058,1234,6773.12,0.68,3058|1234,2374
0,1234,8326.79,0.78,0|1234,2374
4711,1234,11358.04,0.97,4711|1234,2374
3601,1234,11818.87,1,3601|1234,2374
2532,3058,4964.58,0.56,2532|3058,2374
1234,3058,6773.12,0.68,1234|3058,2374
3058,3058,0,0,3058|3058,2374
0,3058,1628.73,0.35,0|3058,2374
4711,3058,4683.86,0.54,4711|3058,2374
3601,3058,5078.37,0.57,3601|3058,2374
2532,0,3381.05,0.46,2532|0,2374
1234,0,8326.79,0.78,1234|0,2374
3058,0,1628.73,0.35,3058|0,2374
0,0,0,0,0|0,2374
4711,0,3061.49,0.44,4711|0,2374
3601,0,3492.09,0.47,3601|0,2374
2532,4711,654.21,0.28,2532|4711,2374
1234,4711,11358.04,0.97,1234|4711,2374
3058,4711,4683.86,0.54,3058|4711,2374
0,4711,3061.49,0.44,0|4711,2374
4711,4711,0,0,4711|4711,2374
3601,4711,695.78,0.29,3601|4711,2374
2532,3601,116.56,0.25,2532|3601,2374
1234,3601,11818.87,1,1234|3601,2374
3058,3601,5078.37,0.57,3058|3601,2374
0,3601,3492.09,0.47,0|3601,2374
4711,3601,695.78,0.29,4711|3601,2374
3601,3601,0,0,3601|3601,2374
3613,3613,0,0,3613|3613,2380
3574,3613,1202.11,0.77,3574|3613,2380
4613,3613,2303.51,0.79,4613|3613,2380
0,3613,2969.08,0.81,0|3613,2380
1284,3613,8536.8,0.91,1284|3613,2380
1270,3613,10528.81,0.95,1270|3613,2380
3048,3613,3009.55,0.81,3048|3613,2380
3613,3574,1202.11,0.77,3613|3574,2380
3574,3574,0,0,3574|3574,2380
4613,3574,3129.23,0.81,4613|3574,2380
0,3574,2934.05,0.81,0|3574,2380
1284,3574,8704.25,0.92,1284|3574,2380
1270,3574,9673.16,0.94,1270|3574,2380
3048,3574,4209.84,0.83,3048|3574,2380
3613,4613,2303.51,0.79,3613|4613,2380
3574,4613,3129.23,0.81,3574|4613,2380
4613,4613,0,0,4613|4613,2380
0,4613,2176.61,0.79,0|4613,2380
1284,4613,6623.96,0.88,1284|4613,2380
1270,4613,10421.13,0.95,1270|4613,2380
3048,4613,2742.83,0.8,3048|4613,2380
3613,0,2969.08,0.81,3613|0,2380
3574,0,2934.05,0.81,3574|0,2380
4613,0,2176.61,0.79,4613|0,2380
0,0,0,0,0|0,2380
1284,0,5772.48,0.86,1284|0,2380
1270,0,8249.34,0.91,1270|0,2380
3048,0,4809.8,0.84,3048|0,2380
3613,1284,8536.8,0.91,3613|1284,2380
3574,1284,8704.25,0.92,3574|1284,2380
4613,1284,6623.96,0.88,4613|1284,2380
0,1284,5772.48,0.86,0|1284,2380
1284,1284,0,0,1284|1284,2380
1270,1284,8512.19,0.91,1270|1284,2380
3048,1284,9037.53,0.92,3048|1284,2380
3613,1270,10528.81,0.95,3613|1270,2380
3574,1270,9673.16,0.94,3574|1270,2380
4613,1270,10421.13,0.95,4613|1270,2380
0,1270,8249.34,0.91,0|1270,2380
1284,1270,8512.19,0.91,1284|1270,2380
1270,1270,0,0,1270|1270,2380
3048,1270,13018.81,1,3048|1270,2380
3613,3048,3009.55,0.81,3613|3048,2380
3574,3048,4209.84,0.83,3574|3048,2380
4613,3048,2742.83,0.8,4613|3048,2380
0,3048,4809.8,0.84,0|3048,2380
1284,3048,9037.53,0.92,1284|3048,2380
1270,3048,13018.81,1,1270|3048,2380
3048,3048,0,0,3048|3048,2380
3176,3176,0,0,3176|3176,2397
0,3176,3900.24,0.97,0|3176,2397
3534,3176,7801.08,1,3534|3176,2397
3176,0,3900.24,0.97,3176|0,2397
0,0,0,0,0|0,2397
3534,0,3900.85,0.97,3534|0,2397
3176,3534,7801.08,1,3176|3534,2397
0,3534,3900.85,0.97,0|3534,2397
3534,3534,0,0,3534|3534,2397
4443,4443,0,0,4443|4443,2401
0,4443,528.26,0.97,0|4443,2401
1369,4443,1056.52,1,1369|4443,2401
4443,0,528.26,0.97,4443|0,2401
0,0,0,0,0|0,2401
1369,0,528.25,0.97,1369|0,2401
4443,1369,1056.52,1,4443|1369,2401
0,1369,528.25,0.97,0|1369,2401
1369,1369,0,0,1369|1369,2401
3308,3308,0,0,3308|3308,2452
0,3308,1327.38,0.97,0|3308,2452
4426,3308,2654.71,1,4426|3308,2452
3308,0,1327.38,0.97,3308|0,2452
0,0,0,0,0|0,2452
4426,0,1327.33,0.97,4426|0,2452
3308,4426,2654.71,1,3308|4426,2452
0,4426,1327.33,0.97,0|4426,2452
4426,4426,0,0,4426|4426,2452
0,0,0,0,0|0,2470
3310,0,3368.12,0.93,3310|0,2470
3339,0,1124.31,0.88,3339|0,2470
1172,0,1415.38,0.88,1172|0,2470
3022,0,3060.02,0.92,3022|0,2470
0,3310,3368.12,0.93,0|3310,2470
3310,3310,0,0,3310|3310,2470
3339,3310,2381.17,0.91,3339|3310,2470
1172,3310,4728.85,0.96,1172|3310,2470
3022,3310,6428.12,1,3022|3310,2470
0,3339,1124.31,0.88,0|3339,2470
3310,3339,2381.17,0.91,3310|3339,2470
3339,3339,0,0,3339|3339,2470
1172,3339,2537.65,0.91,1172|3339,2470
3022,3339,4113.74,0.95,3022|3339,2470
0,1172,1415.38,0.88,0|1172,2470
3310,1172,4728.85,0.96,3310|1172,2470
3339,1172,2537.65,0.91,3339|1172,2470
