LocationKeyStartPoint,LocationKeyEndPoint,MetersBetweenPoints,MetersBetweenPoints_norm,LocationLookupKey,ResourceKey
2990,3316,15476.62,1,2990|3316,1630
0,3316,7738.84,0.97,0|3316,1630
3316,2990,15476.62,1,3316|2990,1630
2990,2990,0,0,2990|2990,1630
0,2990,7737.77,0.97,0|2990,1630
3316,0,7738.84,0.97,3316|0,1630
2990,0,7737.77,0.97,2990|0,1630
0,0,0,0,0|0,1630
0,0,0,0,0|0,1632
3845,0,32631.89,0.32,3845|0,1632
3029,0,67799.7,0.65,3029|0,1632
2468,0,38629.62,0.38,2468|0,1632
3335,0,37956.74,0.37,3335|0,1632
3448,0,38641.96,0.38,3448|0,1632
3435,0,22731.87,0.23,3435|0,1632
3271,0,36375.27,0.36,3271|0,1632
0,3845,32631.89,0.32,0|3845,1632
3845,3845,0,0,3845|3845,1632
3029,3845,98541.85,0.94,3029|3845,1632
2468,3845,6600.54,0.08,2468|3845,1632
3335,3845,69592.78,0.67,3335|3845,1632
3448,3845,6635.9,0.08,3448|3845,1632
3435,3845,10868.25,0.12,3435|3845,1632
3271,3845,67960.94,0.65,3271|3845,1632
0,3029,67799.7,0.65,0|3029,1632
3845,3029,98541.85,0.94,3845|3029,1632
3029,3029,0,0,3029|3029,1632
2468,3029,105031.11,1,2468|3029,1632
3335,3029,47754.42,0.46,3335|3029,1632
3448,3029,105056.4,1,3448|3029,1632
3435,3029,87702.72,0.84,3435|3029,1632
3271,3029,48578.5,0.47,3271|3029,1632
0,2468,38629.62,0.38,0|2468,1632
3845,2468,6600.54,0.08,3845|2468,1632
3029,2468,105031.11,1,3029|2468,1632
2468,2468,0,0,2468|2468,1632
3335,2468,74943.98,0.72,3335|2468,1632
3448,2468,63.27,0.02,3448|2468,1632
3435,2468,17438.82,0.18,3435|2468,1632
3271,2468,73304.55,0.7,3271|2468,1632
0,3335,37956.74,0.37,0|3335,1632
3845,3335,69592.78,0.67,3845|3335,1632
3029,3335,47754.42,0.46,3029|3335,1632
2468,3335,74943.98,0.72,2468|3335,1632
3335,3335,0,0,3335|3335,1632
3448,3335,74943.36,0.72,3448|3335,1632
3435,3335,60477.29,0.58,3435|3335,1632
3271,3335,1642.21,0.03,3271|3335,1632
0,3448,38641.96,0.38,0|3448,1632
3845,3448,6635.9,0.08,3845|3448,1632
3029,3448,105056.4,1,3029|3448,1632
2468,3448,63.27,0.02,2468|3448,1632
3335,3448,74943.36,0.72,3335|3448,1632
3448,3448,0,0,3448|3448,1632
3435,3448,17470,0.18,3435|3448,1632
3271,3448,73303.85,0.7,3271|3448,1632
0,3435,22731.87,0.23,0|3435,1632
3845,3435,10868.25,0.12,3845|3435,1632
3029,3435,87702.72,0.84,3029|3435,1632
2468,3435,17438.82,0.18,2468|3435,1632
3335,3435,60477.29,0.58,3335|3435,1632
3448,3435,17470,0.18,3448|3435,1632
3435,3435,0,0,3435|3435,1632
3271,3435,58869.52,0.57,3271|3435,1632
0,3271,36375.27,0.36,0|3271,1632
3845,3271,67960.94,0.65,3845|3271,1632
3029,3271,48578.5,0.47,3029|3271,1632
2468,3271,73304.55,0.7,2468|3271,1632
3335,3271,1642.21,0.03,3335|3271,1632
3448,3271,73303.85,0.7,3448|3271,1632
3435,3271,58869.52,0.57,3435|3271,1632
3271,3271,0,0,3271|3271,1632
3844,3844,0,0,3844|3844,1633
4424,3844,6428.44,0.99,4424|3844,1633
0,3844,4327.27,0.82,0|3844,1633
4457,3844,6553.7,1,4457|3844,1633
3844,4424,6428.44,0.99,3844|4424,1633
4424,4424,0,0,4424|4424,1633
0,4424,2101.97,0.65,0|4424,1633
4457,4424,187.27,0.5,4457|4424,1633
3844,0,4327.27,0.82,3844|0,1633
4424,0,2101.97,0.65,4424|0,1633
0,0,0,0,0|0,1633
4457,0,2227.14,0.66,4457|0,1633
3844,4457,6553.7,1,3844|4457,1633
4424,4457,187.27,0.5,4424|4457,1633
0,4457,2227.14,0.66,0|4457,1633
4457,4457,0,0,4457|4457,1633
5291,5291,0,0,5291|5291,1635
7360,5291,2438.15,0.78,7360|5291,1635
0,5291,221.18,0.6,0|5291,1635
4049,5291,1340.61,0.69,4049|5291,1635
2283,5291,2664.03,0.8,2283|5291,1635
5291,7360,2438.15,0.78,5291|7360,1635
7360,7360,0,0,7360|7360,1635
0,7360,2349.93,0.78,0|7360,1635
4049,7360,2216.45,0.77,4049|7360,1635
2283,7360,5086.82,1,2283|7360,1635
5291,0,221.18,0.6,5291|0,1635
7360,0,2349.93,0.78,7360|0,1635
0,0,0,0,0|0,1635
4049,0,1119.44,0.68,4049|0,1635
2283,0,2796.21,0.81,2283|0,1635
5291,4049,1340.61,0.69,5291|4049,1635
7360,4049,2216.45,0.77,7360|4049,1635
0,4049,1119.44,0.68,0|4049,1635
4049,4049,0,0,4049|4049,1635
2283,4049,3597.89,0.88,2283|4049,1635
5291,2283,2664.03,0.8,5291|2283,1635
7360,2283,5086.82,1,7360|2283,1635
0,2283,2796.21,0.81,0|2283,1635
4049,2283,3597.89,0.88,4049|2283,1635
2283,2283,0,0,2283|2283,1635
998,998,0,0,998|998,1636
2888,998,66826.77,1,2888|998,1636
2892,998,58432.49,0.94,2892|998,1636
4144,998,65564.22,0.99,4144|998,1636
3848,998,56282.29,0.93,3848|998,1636
3499,998,14677.19,0.65,3499|998,1636
0,998,43286.28,0.84,0|998,1636
998,2888,66826.77,1,998|2888,1636
2888,2888,0,0,2888|2888,1636
2892,2888,12983.01,0.64,2892|2888,1636
4144,2888,2571.37,0.57,4144|2888,1636
3848,2888,21871.4,0.7,3848|2888,1636
3499,2888,52171.76,0.9,3499|2888,1636
0,2888,24239.88,0.72,0|2888,1636
998,2892,58432.49,0.94,998|2892,1636
2888,2892,12983.01,0.64,2888|2892,1636
2892,2892,0,0,2892|2892,1636
4144,2892,10510.57,0.62,4144|2892,1636
3848,2892,9140.29,0.62,3848|2892,1636
3499,2892,44172.74,0.85,3499|2892,1636
0,2892,15362.89,0.66,0|2892,1636
998,4144,65564.22,0.99,998|4144,1636
2888,4144,2571.37,0.57,2888|4144,1636
2892,4144,10510.57,0.62,2892|4144,1636
4144,4144,0,0,4144|4144,1636
3848,4144,19322.07,0.68,3848|4144,1636
3499,4144,50951.19,0.89,3499|4144,1636
0,4144,22621.02,0.71,0|4144,1636
998,3848,56282.29,0.93,998|3848,1636
2888,3848,21871.4,0.7,2888|3848,1636
2892,3848,9140.29,0.62,2892|3848,1636
4144,3848,19322.07,0.68,4144|3848,1636
3848,3848,0,0,3848|3848,1636
3499,3848,42874.75,0.84,3499|3848,1636
0,3848,16495.85,0.66,0|3848,1636
998,3499,14677.19,0.65,998|3499,1636
2888,3499,52171.76,0.9,2888|3499,1636
2892,3499,44172.74,0.85,2892|3499,1636
4144,3499,50951.19,0.89,4144|3499,1636
3848,3499,42874.75,0.84,3848|3499,1636
3499,3499,0,0,3499|3499,1636
0,3499,28877.91,0.75,0|3499,1636
998,0,43286.28,0.84,998|0,1636
2888,0,24239.88,0.72,2888|0,1636
2892,0,15362.89,0.66,2892|0,1636
4144,0,22621.02,0.71,4144|0,1636
3848,0,16495.85,0.66,3848|0,1636
3499,0,28877.91,0.75,3499|0,1636
0,0,0,0,0|0,1636
0,0,0,0,0|0,1639
4392,0,32847.2,0.97,4392|0,1639
3132,0,32805.5,0.97,3132|0,1639
0,4392,32847.2,0.97,0|4392,1639
4392,4392,0,0,4392|4392,1639
3132,4392,65652.58,1,3132|4392,1639
0,3132,32805.5,0.97,0|3132,1639
4392,3132,65652.58,1,4392|3132,1639
3132,3132,0,0,3132|3132,1639
3324,3324,0,0,3324|3324,1648
3276,3324,20823.72,0.87,3276|3324,1648
2942,3324,2069.5,0.6,2942|3324,1648
3018,3324,7962.08,0.69,3018|3324,1648
4109,3324,21057.46,0.87,4109|3324,1648
4112,3324,29881.83,1,4112|3324,1648
0,3324,14082.11,0.78,0|3324,1648
4467,3324,19009.36,0.85,4467|3324,1648
3324,3276,20823.72,0.87,3324|3276,1648
3276,3276,0,0,3276|3276,1648
2942,3276,19226.91,0.85,2942|3276,1648
3018,3276,13871.76,0.77,3018|3276,1648
4109,3276,1250.91,0.59,4109|3276,1648
4112,3276,13534.45,0.77,4112|3276,1648
0,3276,7650.57,0.68,0|3276,1648
4467,3276,6354.85,0.67,4467|3276,1648
3324,2942,2069.5,0.6,3324|2942,1648
3276,2942,19226.91,0.85,3276|2942,1648
2942,2942,0,0,2942|2942,1648
3018,2942,5979.45,0.66,3018|2942,1648
4109,2942,19543.28,0.85,4109|2942,1648
4112,2942,27882.07,0.97,4112|2942,1648
0,2942,12247.22,0.75,0|2942,1648
4467,2942,17079.99,0.82,4467|2942,1648
3324,3018,7962.08,0.69,3324|3018,1648
3276,3018,13871.76,0.77,3276|3018,1648
2942,3018,5979.45,0.66,2942|3018,1648
3018,3018,0,0,3018|3018,1648
4109,3018,14391.02,0.78,4109|3018,1648
4112,3018,21919.76,0.89,4112|3018,1648
0,3018,6457.09,0.67,0|3018,1648
4467,3018,11114.23,0.73,4467|3018,1648
3324,4109,21057.46,0.87,3324|4109,1648
3276,4109,1250.91,0.59,3276|4109,1648
2942,4109,19543.28,0.85,2942|4109,1648
3018,4109,14391.02,0.78,3018|4109,1648
4109,4109,0,0,4109|4109,1648
4112,4109,14535.39,0.78,4112|4109,1648
0,4109,8377.93,0.69,0|4109,1648
4467,4109,7564.62,0.68,4467|4109,1648
3324,4112,29881.83,1,3324|4112,1648
3276,4112,13534.45,0.77,3276|4112,1648
2942,4112,27882.07,0.97,2942|4112,1648
3018,4112,21919.76,0.89,3018|4112,1648
4109,4112,14535.39,0.78,4109|4112,1648
4112,4112,0,0,4112|4112,1648
0,4112,16293.26,0.81,0|4112,1648
4467,4112,11123.37,0.73,4467|4112,1648
3324,0,14082.11,0.78,3324|0,1648
3276,0,7650.57,0.68,3276|0,1648
2942,0,12247.22,0.75,2942|0,1648
3018,0,6457.09,0.67,3018|0,1648
4109,0,8377.93,0.69,4109|0,1648
4112,0,16293.26,0.81,4112|0,1648
0,0,0,0,0|0,1648
4467,0,5169.92,0.65,4467|0,1648
3324,4467,19009.36,0.85,3324|4467,1648
3276,4467,6354.85,0.67,3276|4467,1648
2942,4467,17079.99,0.82,2942|4467,1648
3018,4467,11114.23,0.73,3018|4467,1648
4109,4467,7564.62,0.68,4109|4467,1648
4112,4467,11123.37,0.73,4112|4467,1648
0,4467,5169.92,0.65,0|4467,1648
4467,4467,0,0,4467|4467,1648
0,0,0,0,0|0,1650
3507,0,0,NULL,3507|0,1650
0,3507,0,NULL,0|3507,1650
3507,3507,0,0,3507|3507,1650
3496,3496,0,0,3496|3496,1651
0,3496,0,NULL,0|3496,1651
3496,0,0,NULL,3496|0,1651
0,0,0,0,0|0,1651
0,0,0,0,0|0,1652
1093,0,0,NULL,1093|0,1652
0,1093,0,NULL,0|1093,1652
1093,1093,0,0,1093|1093,1652
3321,3321,0,0,3321|3321,1653
0,3321,0,NULL,0|3321,1653
3321,0,0,NULL,3321|0,1653
0,0,0,0,0|0,1653
0,0,0,0,0|0,1957
22848,0,0,NULL,22848|0,1957
0,22848,0,NULL,0|22848,1957
22848,22848,0,0,22848|22848,1957
4670,4670,0,0,4670|4670,2023
4634,4670,5626.13,0.66,4634|4670,2023
0,4670,6605.79,0.68,0|4670,2023
3616,4670,12763.08,0.76,3616|4670,2023
3841,4670,18075.08,0.84,3841|4670,2023
3307,4670,16355.82,0.82,3307|4670,2023
3417,4670,8050.24,0.7,3417|4670,2023
4670,4634,5626.13,0.66,4670|4634,2023
4634,4634,0,0,4634|4634,2023
0,4634,1267.25,0.6,0|4634,2023
3616,4634,15633.76,0.81,3616|4634,2023
3841,4634,13716.9,0.78,3841|4634,2023
3307,4634,10894.14,0.74,3307|4634,2023
3417,4634,4273.33,0.64,3417|4634,2023
4670,0,6605.79,0.68,4670|0,2023
4634,0,1267.25,0.6,4634|0,2023
0,0,0,0,0|0,2023
3616,0,16893.1,0.82,3616|0,2023
3841,0,12451.39,0.76,3841|0,2023
3307,0,9773.36,0.72,3307|0,2023
3417,0,3219.19,0.63,3417|0,2023
4670,3616,12763.08,0.76,4670|3616,2023
4634,3616,15633.76,0.81,4634|3616,2023
0,3616,16893.1,0.82,0|3616,2023
3616,3616,0,0,3616|3616,2023
3841,3616,29334.62,1,3841|3616,2023
3307,3616,25478.7,0.95,3307|3616,2023
3417,3616,19661.21,0.86,3417|3616,2023
4670,3841,18075.08,0.84,4670|3841,2023
4634,3841,13716.9,0.78,4634|3841,2023
0,3841,12451.39,0.76,0|3841,2023
3616,3841,29334.62,1,3616|3841,2023
3841,3841,0,0,3841|3841,2023
3307,3841,6756.5,0.68,3307|3841,2023
3417,3841,10043.09,0.73,3417|3841,2023
4670,3307,16355.82,0.82,4670|3307,2023
4634,3307,10894.14,0.74,4634|3307,2023
0,3307,9773.36,0.72,0|3307,2023
3616,3307,25478.7,0.95,3616|3307,2023
3841,3307,6756.5,0.68,3841|3307,2023
3307,3307,0,0,3307|3307,2023
3417,3307,9131.17,0.71,3417|3307,2023
4670,3417,8050.24,0.7,4670|3417,2023
4634,3417,4273.33,0.64,4634|3417,2023
0,3417,3219.19,0.63,0|3417,2023
3616,3417,19661.21,0.86,3616|3417,2023
3841,3417,10043.09,0.73,3841|3417,2023
3307,3417,9131.17,0.71,3307|3417,2023
3417,3417,0,0,3417|3417,2023
3426,3426,0,0,3426|3426,2029
3430,3426,8057.34,0.81,3430|3426,2029
3080,3426,11013.82,0.85,3080|3426,2029
2246,3426,1654.45,0.73,2246|3426,2029
2645,3426,9654.19,0.83,2645|3426,2029
3476,3426,9873.83,0.84,3476|3426,2029
3489,3426,18074.93,0.94,3489|3426,2029
0,3426,6385.16,0.79,0|3426,2029
4707,3426,7052.97,0.8,4707|3426,2029
3426,3430,8057.34,0.81,3426|3430,2029
3430,3430,0,0,3430|3430,2029
3080,3430,9633.34,0.83,3080|3430,2029
2246,3430,6458.02,0.79,2246|3430,2029
2645,3430,2519.52,0.74,2645|3430,2029
3476,3430,7872.99,0.81,3476|3430,2029
3489,3430,18496.52,0.95,3489|3430,2029
0,3430,5074.44,0.77,0|3430,2029
4707,3430,5107.67,0.77,4707|3430,2029
3426,3080,11013.82,0.85,3426|3080,2029
3430,3080,9633.34,0.83,3430|3080,2029
3080,3080,0,0,3080|3080,2029
2246,3080,10605.06,0.84,2246|3080,2029
2645,3080,8098.91,0.81,2645|3080,2029
3476,3080,1760.53,0.73,3476|3080,2029
3489,3080,8876.27,0.82,3489|3080,2029
0,3080,5409.51,0.78,0|3080,2029
4707,3080,13787.2,0.89,4707|3080,2029
3426,2246,1654.45,0.73,3426|2246,2029
3430,2246,6458.02,0.79,3430|2246,2029
3080,2246,10605.06,0.84,3080|2246,2029
2246,2246,0,0,2246|2246,2029
2645,2246,8198.28,0.81,2645|2246,2029
3476,2246,9271.57,0.83,3476|2246,2029
3489,2246,18249.61,0.95,3489|2246,2029
0,2246,5529.63,0.78,0|2246,2029
4707,2246,5606,0.78,4707|2246,2029
3426,2645,9654.19,0.83,3426|2645,2029
3430,2645,2519.52,0.74,3430|2645,2029
3080,2645,8098.91,0.81,3080|2645,2029
2246,2645,8198.28,0.81,2246|2645,2029
2645,2645,0,0,2645|2645,2029
3476,2645,6389.5,0.79,3476|2645,2029
3489,2645,16926.65,0.93,3489|2645,2029
0,2645,4845.73,0.77,0|2645,2029
4707,2645,7625.44,0.81,4707|2645,2029
3426,3476,9873.83,0.84,3426|3476,2029
3430,3476,7872.99,0.81,3430|3476,2029
3080,3476,1760.53,0.73,3080|3476,2029
2246,3476,9271.57,0.83,2246|3476,2029
2645,3476,6389.5,0.79,2645|3476,2029
3476,3476,0,0,3476|3476,2029
3489,3476,10633.92,0.85,3489|3476,2029
0,3476,3854.15,0.76,0|3476,2029
4707,3476,12100.28,0.86,4707|3476,2029
3426,3489,18074.93,0.94,3426|3489,2029
3430,3489,18496.52,0.95,3430|3489,2029
3080,3489,8876.27,0.82,3080|3489,2029
2246,3489,18249.61,0.95,2246|3489,2029
2645,3489,16926.65,0.93,2645|3489,2029
3476,3489,10633.92,0.85,3476|3489,2029
3489,3489,0,0,3489|3489,2029
0,3489,13920.63,0.89,0|3489,2029
4707,3489,22363.22,1,4707|3489,2029
3426,0,6385.16,0.79,3426|0,2029
3430,0,5074.44,0.77,3430|0,2029
3080,0,5409.51,0.78,3080|0,2029
2246,0,5529.63,0.78,2246|0,2029
2645,0,4845.73,0.77,2645|0,2029
3476,0,3854.15,0.76,3476|0,2029
3489,0,13920.63,0.89,3489|0,2029
0,0,0,0,0|0,2029
4707,0,8456.5,0.82,4707|0,2029
3426,4707,7052.97,0.8,3426|4707,2029
3430,4707,5107.67,0.77,3430|4707,2029
3080,4707,13787.2,0.89,3080|4707,2029
2246,4707,5606,0.78,2246|4707,2029
2645,4707,7625.44,0.81,2645|4707,2029
3476,4707,12100.28,0.86,3476|4707,2029
3489,4707,22363.22,1,3489|4707,2029
0,4707,8456.5,0.82,0|4707,2029
4707,4707,0,0,4707|4707,2029
4638,4638,0,0,4638|4638,2100
0,4638,5506.84,0.93,0|4638,2100
2507,4638,9561.11,0.95,2507|4638,2100
3332,4638,15017.44,0.98,3332|4638,2100
4638,0,5506.84,0.93,4638|0,2100
0,0,0,0,0|0,2100
2507,0,8685.73,0.95,2507|0,2100
3332,0,10960.72,0.96,3332|0,2100
4638,2507,9561.11,0.95,4638|2507,2100
0,2507,8685.73,0.95,0|2507,2100
2507,2507,0,0,2507|2507,2100
3332,2507,18994.1,1,3332|2507,2100
4638,3332,15017.44,0.98,4638|3332,2100
0,3332,10960.72,0.96,0|3332,2100
2507,3332,18994.1,1,2507|3332,2100
3332,3332,0,0,3332|3332,2100
3359,3359,0,0,3359|3359,2102
3360,3359,13607.67,0.66,3360|3359,2102
2385,3359,13512.85,0.66,2385|3359,2102
2980,3359,17493.57,0.82,2980|3359,2102
2977,3359,5881.44,0.36,2977|3359,2102
0,3359,8253.58,0.45,0|3359,2102
3561,3359,19054.84,0.88,3561|3359,2102
3846,3359,7317.45,0.42,3846|3359,2102
3359,3360,13607.67,0.66,3359|3360,2102
3360,3360,0,0,3360|3360,2102
2385,3360,98.78,0.13,2385|3360,2102
2980,3360,17062.52,0.8,2980|3360,2102
2977,3360,17879.11,0.83,2977|3360,2102
0,3360,8203.01,0.45,0|3360,2102
3561,3360,6804.28,0.4,3561|3360,2102
3846,3360,16638.68,0.78,3846|3360,2102
3359,2385,13512.85,0.66,3359|2385,2102
3360,2385,98.78,0.13,3360|2385,2102
2385,2385,0,0,2385|2385,2102
2980,2385,17053.71,0.8,2980|2385,2102
2977,2385,17794.62,0.83,2977|2385,2102
0,2385,8140.62,0.45,0|2385,2102
3561,2385,6891.28,0.4,3561|2385,2102
3846,2385,16565.17,0.78,3846|2385,2102
3359,2980,17493.57,0.82,3359|2980,2102
3360,2980,17062.52,0.8,3360|2980,2102
2385,2980,17053.71,0.8,2385|2980,2102
2980,2980,0,0,2980|2980,2102
2977,2980,15770.05,0.75,2977|2980,2102
0,2980,11258.57,0.57,0|2980,2102
3561,2980,15683.96,0.75,3561|2980,2102
3846,2980,12335.02,0.61,3846|2980,2102
3359,2977,5881.44,0.36,3359|2977,2102
3360,2977,17879.11,0.83,3360|2977,2102
2385,2977,17794.62,0.83,2385|2977,2102
2980,2977,15770.05,0.75,2980|2977,2102
2977,2977,0,0,2977|2977,2102
0,2977,10505.28,0.54,0|2977,2102
3561,2977,22115.55,1,3561|2977,2102
3846,2977,3441.37,0.26,3846|2977,2102
3359,0,8253.58,0.45,3359|0,2102
3360,0,8203.01,0.45,3360|0,2102
2385,0,8140.62,0.45,2385|0,2102
2980,0,11258.57,0.57,2980|0,2102
2977,0,10505.28,0.54,2977|0,2102
0,0,0,0,0|0,2102
3561,0,11610.58,0.58,3561|0,2102
3846,0,8622.68,0.47,3846|0,2102
3359,3561,19054.84,0.88,3359|3561,2102
3360,3561,6804.28,0.4,3360|3561,2102
2385,3561,6891.28,0.4,2385|3561,2102
2980,3561,15683.96,0.75,2980|3561,2102
2977,3561,22115.55,1,2977|3561,2102
0,3561,11610.58,0.58,0|3561,2102
3561,3561,0,0,3561|3561,2102
3846,3561,19989.11,0.92,3846|3561,2102
3359,3846,7317.45,0.42,3359|3846,2102
3360,3846,16638.68,0.78,3360|3846,2102
2385,3846,16565.17,0.78,2385|3846,2102
2980,3846,12335.02,0.61,2980|3846,2102
2977,3846,3441.37,0.26,2977|3846,2102
0,3846,8622.68,0.47,0|3846,2102
3561,3846,19989.11,0.92,3561|3846,2102
3846,3846,0,0,3846|3846,2102
0,0,0,0,0|0,2120
2953,0,0,NULL,2953|0,2120
0,2953,0,NULL,0|2953,2120
2953,2953,0,0,2953|2953,2120
0,0,0,0,0|0,2122
3873,0,0,NULL,3873|0,2122
0,3873,0,NULL,0|3873,2122
3873,3873,0,0,3873|3873,2122
4138,4138,0,0,4138|4138,2123
0,4138,25249.37,0.54,0|4138,2123
2946,4138,1859.52,0.39,2946|4138,2123
2948,4138,3047.72,0.4,2948|4138,2123
2910,4138,97239.13,1,2910|4138,2123
4138,0,25249.37,0.54,4138|0,2123
0,0,0,0,0|0,2123
2946,0,23393.91,0.53,2946|0,2123
2948,0,23312.82,0.53,2948|0,2123
2910,0,72003.19,0.84,2910|0,2123
4138,2946,1859.52,0.39,4138|2946,2123
0,2946,23393.91,0.53,0|2946,2123
2946,2946,0,0,2946|2946,2123
2948,2946,2149.02,0.4,2948|2946,2123
2910,2946,95387.56,0.99,2910|2946,2123
4138,2948,3047.72,0.4,4138|2948,2123
0,2948,23312.82,0.53,0|2948,2123
2946,2948,2149.02,0.4,2946|2948,2123
2948,2948,0,0,2948|2948,2123
2910,2948,95285.25,0.99,2910|2948,2123
4138,2910,97239.13,1,4138|2910,2123
0,2910,72003.19,0.84,0|2910,2123
2946,2910,95387.56,0.99,2946|2910,2123
2948,2910,95285.25,0.99,2948|2910,2123
2910,2910,0,0,2910|2910,2123
1201,1201,0,0,1201|1201,2131
3385,1201,16111.93,0.57,3385|1201,2131
3391,1201,12978.5,0.52,3391|1201,2131
3392,1201,15006.17,0.55,3392|1201,2131
3174,1201,4697.29,0.37,3174|1201,2131
3180,1201,16988.73,0.59,3180|1201,2131
3183,1201,38998.85,0.99,3183|1201,2131
3248,1201,9931.24,0.46,3248|1201,2131
0,1201,9431.29,0.45,0|1201,2131
4142,1201,3578.82,0.35,4142|1201,2131
3540,1201,478.86,0.29,3540|1201,2131
3543,1201,3342.3,0.34,3543|1201,2131
3530,1201,6281.81,0.39,3530|1201,2131
1201,3385,16111.93,0.57,1201|3385,2131
3385,3385,0,0,3385|3385,2131
3391,3385,12902.82,0.51,3391|3385,2131
3392,3385,9227.03,0.45,3392|3385,2131
3174,3385,17267.76,0.59,3174|3385,2131
3180,3385,2792.47,0.33,3180|3385,2131
3183,3385,22893.08,0.7,3183|3385,2131
3248,3385,12923.85,0.51,3248|3385,2131
0,3385,8166,0.43,0|3385,2131
4142,3385,13577.66,0.53,4142|3385,2131
3540,3385,16546.7,0.58,3540|3385,2131
3543,3385,12934.8,0.52,3543|3385,2131
3530,3385,15677.05,0.56,3530|3385,2131
1201,3391,12978.5,0.52,1201|3391,2131
3385,3391,12902.82,0.51,3385|3391,2131
3391,3391,0,0,3391|3391,2131
3392,3391,4602.4,0.36,3392|3391,2131
3174,3391,10210.49,0.47,3174|3391,2131
3180,3391,11395.12,0.49,3180|3391,2131
3183,3391,32244.01,0.87,3183|3391,2131
3248,3391,3073.54,0.34,3248|3391,2131
0,3391,6630.11,0.4,0|3391,2131
4142,3391,9491.06,0.45,4142|3391,2131
3540,3391,13099.2,0.52,3540|3391,2131
3543,3391,12096.02,0.5,3543|3391,2131
3530,3391,7636.24,0.42,3530|3391,2131
1201,3392,15006.17,0.55,1201|3392,2131
3385,3392,9227.03,0.45,3385|3392,2131
3391,3392,4602.4,0.36,3391|3392,2131
3392,3392,0,0,3392|3392,2131
3174,3392,13456.17,0.52,3174|3392,2131
3180,3392,7209.07,0.41,3180|3392,2131
3183,3392,27659.11,0.78,3183|3392,2131
3248,3392,6486.72,0.4,3248|3392,2131
0,3392,6130.14,0.39,0|3392,2131
4142,3392,11452.76,0.49,4142|3392,2131
3540,3392,15255.53,0.56,3540|3392,2131
3543,3392,13130.93,0.52,3543|3392,2131
3530,3392,11010.52,0.48,3530|3392,2131
1201,3174,4697.29,0.37,1201|3174,2131
3385,3174,17267.76,0.59,3385|3174,2131
3391,3174,10210.49,0.47,3391|3174,2131
3392,3174,13456.17,0.52,3392|3174,2131
3174,3174,0,0,3174|3174,2131
3180,3174,17393.43,0.6,3180|3174,2131
3183,3174,39689.19,1,3183|3174,2131
3248,3174,7239.17,0.41,3248|3174,2131
0,3174,9329.67,0.45,0|3174,2131
4142,3174,4011.26,0.35,4142|3174,2131
3540,3174,4466.57,0.36,3540|3174,2131
3543,3174,6723.37,0.4,3543|3174,2131
3530,3174,2574.33,0.33,3530|3174,2131
1201,3180,16988.73,0.59,1201|3180,2131
3385,3180,2792.47,0.33,3385|3180,2131
3391,3180,11395.12,0.49,3391|3180,2131
3392,3180,7209.07,0.41,3392|3180,2131
3174,3180,17393.43,0.6,3174|3180,2131
3180,3180,0,0,3180|3180,2131
3183,3180,22299.56,0.68,3183|3180,2131
3248,3180,12041.97,0.5,3248|3180,2131
0,3180,8064.78,0.43,0|3180,2131
4142,3180,14043.93,0.54,4142|3180,2131
3540,3180,17386.29,0.6,3540|3180,2131
3543,3180,14040.84,0.54,3543|3180,2131
3530,3180,15482.98,0.56,3530|3180,2131
1201,3183,38998.85,0.99,1201|3183,2131
3385,3183,22893.08,0.7,3385|3183,2131
3391,3183,32244.01,0.87,3391|3183,2131
3392,3183,27659.11,0.78,3392|3183,2131
3174,3183,39689.19,1,3174|3183,2131
3180,3183,22299.56,0.68,3180|3183,2131
3183,3183,0,0,3183|3183,2131
3248,3183,33818.55,0.89,3248|3183,2131
0,3183,30363.56,0.83,0|3183,2131
4142,3183,36288.09,0.94,4142|3183,2131
3540,3183,39428.54,1,3540|3183,2131
3543,3183,35822.58,0.93,3543|3183,2131
3530,3183,37701.62,0.96,3530|3183,2131
1201,3248,9931.24,0.46,1201|3248,2131
3385,3248,12923.85,0.51,3385|3248,2131
3391,3248,3073.54,0.34,3391|3248,2131
3392,3248,6486.72,0.4,3392|3248,2131
3174,3248,7239.17,0.41,3174|3248,2131
3180,3248,12041.97,0.5,3180|3248,2131
3183,3248,33818.55,0.89,3183|3248,2131
3248,3248,0,0,3248|3248,2131
0,3248,5253.68,0.38,0|3248,2131
4142,3248,6496.1,0.4,4142|3248,2131
3540,3248,10038.12,0.46,3540|3248,2131
3543,3248,9300.58,0.45,3543|3248,2131
3530,3248,4684.1,0.37,3530|3248,2131
1201,0,9431.29,0.45,1201|0,2131
3385,0,8166,0.43,3385|0,2131
3391,0,6630.11,0.4,3391|0,2131
3392,0,6130.14,0.39,3392|0,2131
3174,0,9329.67,0.45,3174|0,2131
3180,0,8064.78,0.43,3180|0,2131
3183,0,30363.56,0.83,3183|0,2131
3248,0,5253.68,0.38,3248|0,2131
0,0,0,0,0|0,2131
4142,0,6136.17,0.39,4142|0,2131
3540,0,9763.6,0.46,3540|0,2131
3543,0,7107.02,0.41,3543|0,2131
3530,0,7532.07,0.42,3530|0,2131
1201,4142,3578.82,0.35,1201|4142,2131
3385,4142,13577.66,0.53,3385|4142,2131
3391,4142,9491.06,0.45,3391|4142,2131
3392,4142,11452.76,0.49,3392|4142,2131
3174,4142,4011.26,0.35,3174|4142,2131
3180,4142,14043.93,0.54,3180|4142,2131
3183,4142,36288.09,0.94,3183|4142,2131
